Symbol,Security Name
JINDALPOLY.NS,JINDAL POLY FILMS LIMITED
JINDALSAW.NS,JINDAL SAW LIMITED
JINDALSTEL.NS,JINDAL STEEL & POWER LTD
JINDRILL.NS,JINDAL DRILLING IND. LTD
JINDWORLD.NS,JINDAL WORLDWIDE LTD
JIOFIN.NS,JIO FIN SERVICES LTD
JISLDVREQS.NS,JAIN DVR EQUITY SHARES
JISLJALEQS.NS,JAIN IRRIGATION SYSTEMS
JITFINFRA.NS,JITF INFRALOGISTICS LTD
JIWANRAM.NS,JIWANRAM SHEODUTTRA IND L
JKCEMENT.NS,JK CEMENT LIMITED
JKIL.NS,JKUMAR INFR.LTD.
JKLAKSHMI.NS,JK LAKSHMI CEMENT LTD
JKPAPER.NS,JK PAPER LIMITED
JKTYRE.NS,JK TYRE & INDUSTRIES LTD
JLHL.NS,JUPITER LIFE LINE HOSP L
JMA.NS,JULLUNDUR MOT AGENCY LTD
JMFINANCIL.NS,JM FINANCIAL LIMITED
JNKINDIA.NS,JNK INDIA LIMITED
JOCIL.NS,JOCIL LIMITED
JPOLYINVST.NS,JIND POL INV & FIN CO LTD
JPPOWER.NS,JAIPRAKASH POWER VEN. LTD
JSFB.NS,JANA SMALL FIN BANK LTD
JSL.NS,JINDAL STAINLESS LIMITED
JSLL.NS,JEENA SIKHO LIFECARE LTD
JSWENERGY.NS,JSW ENERGY LIMITED
JSWHL.NS,JSW HOLDINGS LIMITED
JSWINFRA.NS,JSW INFRASTRUCTURE LTD
JSWSTEEL.NS,JSW STEEL LIMITED
JTEKTINDIA.NS,JTEKT INDIA LIMITED
JTLIND.NS,JTL INDUSTRIES LIMITED
JUBLFOOD.NS,JUBILANT FOODWORKS LTD
JUBLINGREA.NS,JUBILANT INGREVIA LIMITED
JUBLPHARMA.NS,JUBILANT PHARMOVA LTD
JUNIPER.NS,JUNIPER HOTELS LIMITED
JUSTDIAL.NS,JUSTDIAL LTD.
JYOTHYLAB.NS,JYOTHY LABS LIMITED
JYOTICNC.NS,JYOTI CNC AUTOMATION LTD
JYOTISTRUC.NS,JYOTI STRUCTURES LTD
K2INFRA.NS,K2 INFRAGEN LIMITED
KABRAEXTRU.NS,KABRA EXTRUSION TECHNIK L
KAJARIACER.NS,KAJARIA CERAMICS LTD
KAKATCEM.NS,KAKATIYA CEM SUGAR &IND L
KALAMANDIR.NS,SAI SILKS (KALAMANDIR) L
KALYANIFRG.NS,KALYANI FORGE LIMITED
KALYANKJIL.NS,KALYAN JEWELLERS IND LTD
KAMATHOTEL.NS,KAMAT HOTELS (I) LTD
KAMDHENU.NS,KAMDHENU LIMITED
KAMOPAINTS.NS,KAMDHENU VENTURES LIMITED
KANANIIND.NS,KANANI INDUSTRIES LTD
KANDARP.NS,KANDARP DG SMART BPO LTD
KANORICHEM.NS,KANORIA CHEMICALS & INDUS
KANPRPLA.NS,KANPUR PLASTIPACK LIMITED
KANSAINER.NS,KANSAI NEROLAC PAINTS LTD
KAPSTON.NS,KAPSTON SERVICES LIMITED
KARMAENG.NS,KARMA ENERGY LIMITED
KARNIKA.NS,KARNIKA INDUSTRIES LTD
KARURVYSYA.NS,KARUR VYSYA BANK LTD
KAUSHALYA.NS,KAUSHALYA INFRA DEV LTD.
KAVVERITEL.NS,KAVVERI TEL. LTD.
KAYA.NS,KAYA LIMITED
KAYNES.NS,KAYNES TECHNOLOGY IND LTD
KBCGLOBAL.NS,KBC GLOBAL LIMITED
KCEIL.NS,KAY CEE ENERGY & INFRA L
KCK.NS,KCK INDUSTRIES LTD
KCP.NS,KCP LTD
KCPSUGIND.NS,KCP SUGAR IND CORP LTD.
KDDL.NS,KDDL LIMITED
KDL.NS,KORE DIGITAL LIMITED
KEC.NS,KEC INTL. LIMITED
KECL.NS,KIRLOSKAR ELECTRIC CO LTD
KEI.NS,KEI INDUSTRIES LTD.
KEL.NS,KUNDAN EDIFICE LIMITED
KELLTONTEC.NS,KELLTON TECH SOL LTD
KERNEX.NS,KERNEX MICROSYS(I) LTD
KESORAMIND.NS,KESORAM INDUSTRIES LTD
KEYFINSERV.NS,KEYNOTE FIN SERV LTD.
KFINTECH.NS,KFIN TECHNOLOGIES LIMITED
KHADIM.NS,KHADIM INDIA LIMITED
KHAICHEM.NS,KHAITAN CHEM & FERT LTD
KHAITANLTD.NS,KHAITAN (INDIA)LTD.
KHANDSE.NS,KHANDWALA SECURITIES LTD
KHFM.NS,KHFM HOS FAC MANA SER LTD
KICL.NS,KALYANI INVEST CO LTD
KILITCH.NS,KILITCH DRUGS INDIA LTD
KIMS.NS,KRISHNA INST OF MED SCI L
KINGFA.NS,KINGFA SCI & TEC IND LTD.
KIOCL.NS,KIOCL LIMITED
KIRIINDUS.NS,KIRI INDUSTRIES LIMITED
KIRLOSBROS.NS,KIRLOSKAR BROTHERS LTD
KIRLOSENG.NS,KIRLOSKAR OIL ENG LTD
KIRLOSIND.NS,KIRLOSKAR INDUSTRIES LTD
KIRLPNU.NS,KIRLOSKAR PNEUMATIC COM L
KITEX.NS,KITEX GARMENTS LTD
KKCL.NS,KEWAL KIRAN CLOTHING LTD
KKVAPOW.NS,KKV AGRO POWERS LTD.
KLL.NS,KAUSHALYA LOGISTICS LTD
KMEW.NS,KNOWLEDGE MARINE & EN W L
KMSUGAR.NS,K M SUGAR MILLS LTD
KNAGRI.NS,KN AGRI RESOURCES LIMITED
KNRCON.NS,KNR CONSTRU LTD.
KODYTECH.NS,KODY TECHNOLAB LIMITED
KOHINOOR.NS,KOHINOOR FOODS LIMITED
KOKUYOCMLN.NS,KOKUYO CAMLIN LIMITED
KOLTEPATIL.NS,KOLTE PATIL DEV. LTD.
KONSTELEC.NS,KONSTELEC ENGINEERS LTD
KONTOR.NS,KONTOR SPACE LIMITED
KOPRAN.NS,KOPRAN LTD
KORE.NS,JAY JALARAM TECHNO LTD
KOTAKBANK.NS,KOTAK MAHINDRA BANK LTD
KOTARISUG.NS,KOTHARI SUG & CHEM LTD.
KOTHARIPET.NS,KOTHARI PETROCHEM LTD
KOTHARIPRO.NS,KOTHARI PRODUCTS
KOTYARK.NS,KOTYARK INDUSTRIES LTD
KPEL.NS,K.P. ENERGY LIMITED
KPIGREEN.NS,KPI GREEN ENERGY LIMITED
KPIL.NS,KALPATARU PROJECT INT LTD
KPITTECH.NS,KPIT TECHNOLOGIES LIMITED
KPRMILL.NS,KPR MILL LTD.
KRBL.NS,KRBL LIMITED
KREBSBIO.NS,KREBS BIOCHEMICALS & IND
KRIDHANINF.NS,KRIDHAN INFRA LIMITED
KRISHANA.NS,KRISHANA PHOSCHEM LIMITED
KRISHCA.NS,KRISHCA STRAPPING SLTN L
KRISHIVAL.NS,KRISHIVAL FOODS LIMITED
KRISHNADEF.NS,KRISHNA DEF AND ALD IND L
KRITI.NS,KRITI INDUSTRIES IND LTD
KRITIKA.NS,KRITIKA WIRES LIMITED
KRITINUT.NS,KRITI NUTRIENTS LIMITED
KRN.NS,KRN HEAT EXCHANGE N REF L
KRONOX.NS,KRONOX LAB SCIENCES LTD
KROSS.NS,KROSS LIMITED
KRSNAA.NS,KRSNAA DIAGNOSTICS LTD
KRYSTAL.NS,KRYSTAL INTEGRATED SER L
KSB.NS,KSB LIMITED
KSCL.NS,KAVERI SEED CO. LTD.
KSHITIJPOL.NS,KSHITIJ POLYLINE LIMITED
KSL.NS,KALYANI STEELS LIMITED
KSOLVES.NS,KSOLVES INDIA LIMITED
KTKBANK.NS,KARNATAKA BANK LIMITED
KTL.NS,KALAHRIDHAAN TRENDZ LTD
KUANTUM.NS,KUANTUM PAPERS LIMITED
LAGNAM.NS,LAGNAM SPINTEX LIMITED
LAL.NS,LORENZINI APPARELS LTD
LALPATHLAB.NS,DR. LAL PATH LABS LTD.
LAMBODHARA.NS,LAMBODHARA TEXTILES LTD.
LANCORHOL.NS,LANCOR HOLDINGS LIMITED
LANDMARK.NS,LANDMARK CARS LIMITED
LAOPALA.NS,LA OPALA RG LIMITED
LASA.NS,LASA SUPERGENERICS LTD
LATENTVIEW.NS,LATENT VIEW ANALYTICS LTD
LATTEYS.NS,LATTEYS INDUSTRIES LTD
LAURUSLABS.NS,LAURUS LABS LIMITED
LAWSIKHO.NS,ADDICTIVE LEARNING TECH L
LAXMICOT.NS,LAXMI COTSPIN LIMITED
LCCINFOTEC.NS,LCC INFOTECH LTD
LEMERITE.NS,LE MERITE EXPORTS LIMITED
LEMONTREE.NS,LEMON TREE HOTELS LTD
LEXUS.NS,LEXUS GRANITO (INDIA) LTD
LFIC.NS,LAKSHMI FIN IND CORP LTD
LGBBROSLTD.NS,LG BALAKRISHNAN & BROS
LGHL.NS,LAXMI GOLDORNA HOUSE LTD
LIBAS.NS,LIBAS CONSU PRODUCTS LTD
LIBERTSHOE.NS,LIBERTY SHOES LTD
LICHSGFIN.NS,LIC HOUSING FINANCE LTD
LICI.NS,LIFE INSURA CORP OF INDIA
LIKHITHA.NS,LIKHITHA INFRASTRUC LTD
LINC.NS,LINC LIMITED
LINCOLN.NS,LINCOLN PHARMA LTD
LINDEINDIA.NS,LINDE INDIA LIMITED
LLOYDS.NS,LLOYDS LUXURIES LIMITED
LLOYDSENGG.NS,LLOYDS ENGG WORK LIMITED
LLOYDSENT.NS,LLOYDS ENTERPRISES LTD
LLOYDSME.NS,LLOYDS METALS N ENERGY L
LMW.NS,LMW LIMITED
LODHA.NS,MACROTECH DEVELOPERS LTD
LOKESHMACH.NS,LOKESH MACHINES LTD
LORDSCHLO.NS,LORDS CHLORO ALKALI LTD
LOTUSEYE.NS,LOTUS EYE HOSP & INST L
LOVABLE.NS,LOVABLE LINGERIE LTD
LOYALTEX.NS,LOYAL TEXTILE MILLS LTD
LPDC.NS,LANDMARK PR.DEV.CO.LTD
LRRPL.NS,LEAD REC AND RUB PROD LTD
LT.NS,LARSEN & TOUBRO LTD.
LTF.NS,L&T FINANCE LIMITED
LTIM.NS,LTIMINDTREE LIMITED
LTTS.NS,L&T TECHNOLOGY SER. LTD.
LUMAXIND.NS,LUMAX INDUSTRIES LTD
LUMAXTECH.NS,LUMAX AUTO TECH LTD
LUPIN.NS,LUPIN LIMITED
LUXIND.NS,LUX INDUSTRIES LIMITED
LXCHEM.NS,LAXMI ORGANIC INDUS LTD
LYKALABS.NS,LYKA LABS LTD
LYPSAGEMS.NS,LYPSA GEMS & JEWEL LTD
M&M.NS,MAHINDRA & MAHINDRA LTD
M&MFIN.NS,M&M FIN. SERVICES LTD
MAANALU.NS,MAAN ALUMINIUM LIMITED
MACPOWER.NS,MACPOWER CNC MACHINES LTD
MADHAV.NS,MADHAV MARBLE & GRANITE
MADHAVBAUG.NS,VAIDYA SANE AYUR LAB LTD
MADHUCON.NS,MADHUCON PROJECTS LTD.
MADHUSUDAN.NS,MADHUSUDAN MASALA LIMITED
MADRASFERT.NS,MADRAS FERTILISERS LTD
MAGADSUGAR.NS,MAGADH SUGAR & ENERGY LTD
MAGNUM.NS,MAGNUM VENTURES LTD.
MAGSON.NS,MAGSON RETAIL AND DIST L
MAHABANK.NS,BANK OF MAHARASHTRA
MAHAPEXLTD.NS,MAHA RASHTRA APEX COPR. L
MAHASTEEL.NS,MAHAMAYA STEEL INDS LTD
MAHEPC.NS,MAHINDRA EPC IRRIG LTD
MAHESHWARI.NS,MAHESHWARI LOGISTICS LTD.
MAHICKRA.NS,MAHICKRA CHEMICAL LIMITED
MAHLIFE.NS,MAHINDRA LIFESPACE DEVLTD
MAHLOG.NS,MAHINDRA LOGISTIC LIMITED
MAHSCOOTER.NS,MAHARASHTRA SCOOTERS LTD
MAHSEAMLES.NS,MAHARASHTRA SEAMLESS LTD
MAITHANALL.NS,MAITHAN ALLOYS LTD
MAITREYA.NS,MAITREYA MEDICARE LIMITED
MAKS.NS,MAKS ENERGY SOL INDIA LTD
MAL.NS,MANGALAM ALLOYS LIMITED
MALLCOM.NS,MALLCOM (INDIA) LIMITED
MALUPAPER.NS,MALU PAPER MILLS LIMITED
MAMATA.NS,MAMATA MACHINERY LIMITED
MANAKALUCO.NS,MANAK ALUMINIUM CO. LTD.
MANAKCOAT.NS,MAN COAT METAL & IND LTD
MANAKSIA.NS,MANAKSIA LTD.
MANAKSTEEL.NS,MANAKSIA STEELS LTD
MANALIPETC.NS,MANALI PETROCHEMICALS LT
MANAPPURAM.NS,MANAPPURAM FINANCE LTD
MANAV.NS,MANAV INFRA PROJECTS LTD
MANBA.NS,MANBA FINANCE LIMITED
MANCREDIT.NS,MANGAL CREDIT N FINCORP L
MANDEEP.NS,MANDEEP AUTO INDUSTRIES L
MANGALAM.NS,MANGALAM DRUG & CHEM LTD
MANGCHEFER.NS,MANG.CHEM.FERT.LTD
MANGLMCEM.NS,MANGALAM CEMENT LTD
MANINDS.NS,MAN INDUSTRIES (I) LTD.
MANINFRA.NS,MAN INFRA LTD
MANKIND.NS,MANKIND PHARMA LIMITED
MANOMAY.NS,MANOMAY TEX INDIA LTD
MANORAMA.NS,MANORAMA INDUSTRIES LTD
MANORG.NS,MANGALAM ORGANICS LIMITED
MANUGRAPH.NS,MANUGRAPH INDIA LIMITED
MANYAVAR.NS,VEDANT FASHIONS LIMITED
MAPMYINDIA.NS,C.E. INFO SYSTEMS LIMITED
MARALOVER.NS,MARAL OVERSEAS LTD
MARATHON.NS,MARATHON NXTGEN REALT LTD
MARCO.NS,MARCO CABLE & CONDUCTOR L
MARICO.NS,MARICO LIMITED
MARINE.NS,MARINE ELECTRICAL (I) LTD
MARINETRAN.NS,MARINETRANS INDIA LIMITED
MARKSANS.NS,MARKSANS PHARMA LIMITED
MARSHALL.NS,MARSHALL MACHINES LTD
MARUTI.NS,MARUTI SUZUKI INDIA LTD.
MASFIN.NS,MAS FINANCIAL SERV LTD
MASKINVEST.NS,MASK INVESTMENTS LIMITED
MASON.NS,MASON INFRATECH LIMITED
MASTEK.NS,MASTEK LTD
MASTER.NS,MASTER COMPONENTS LIMITED
MASTERTR.NS,MASTER TRUST LIMITED
MATRIMONY.NS,MATRIMONY.COM LIMITED
MAWANASUG.NS,MAWANA SUGARS LIMITED
MAXESTATES.NS,MAX ESTATES LIMITED
MAXHEALTH.NS,MAX HEALTHCARE INS LTD
MAXIND.NS,MAX INDIA LIMITED
MAXPOSURE.NS,MAXPOSURE LIMITED
MAYURUNIQ.NS,MAYUR UNIQUOTERS LTD
MAZDA.NS,MAZDA LIMITED
MAZDOCK.NS,MAZAGON DOCK SHIPBUIL LTD
MBAPL.NS,MADHYA BHARAT AGRO P. LTD
MBECL.NS,MCNALLY BH. ENG. CO.LTD
MBLINFRA.NS,MBL INFRASTRUCTURE LTD
MCL.NS,MADHAV COPPER LIMITED
MCLEODRUSS.NS,MCLEOD RUSSEL INDIA LTD.
MCON.NS,MCON RASAYAN INDIA LTD
MCX.NS,MULTI COMMODITY EXCHANGE
MDL.NS,MARVEL DECOR LIMITED
MEDANTA.NS,GLOBAL HEALTH LIMITED
MEDIASSIST.NS,MEDI ASSIST HEALTH SER L
MEDICAMEQ.NS,MEDICAMEN BIOTECH LIMITED
MEDICO.NS,MEDICO REMEDIES LIMITED
MEDIORG.NS,MEDICAMEN ORGANICS LTD
MEDPLUS.NS,MEDPLUS HEALTH SERV LTD
MEGAFLEX.NS,MEGA FLEX PLASTICS LTD
MEGASOFT.NS,MEGASOFT LTD
MEGASTAR.NS,MEGASTAR FOODS LIMITED
MEGATHERM.NS,MEGATHERM INDUCTION LTD
MENONBE.NS,MENON BEARINGS LIMITED
MEP.NS,MEP INFRA. DEVELOPERS LTD
METROBRAND.NS,METRO BRANDS LIMITED
METROPOLIS.NS,METROPOLIS HEALTHCARE LTD
MFML.NS,MAHALAXMI FABRIC MILLS LT
MFSL.NS,MAX FINANCIAL SERV LTD
MGEL.NS,MANGALAM GLOBAL ENT LTD
MGL.NS,MAHANAGAR GAS LTD.
MHHL.NS,MOHINI HEALTH&HYGIENE LTD
MHLXMIRU.NS,MAHALAXMI RUBTECH LIMITED
MHRIL.NS,MAHINDRA HOLIDAYS LTD
MICEL.NS,MIC ELECTRONICS LTD
MICROPRO.NS,MICROPRO SOFTWARE SOL L
MIDHANI.NS,MISHRA DHATU NIGAM LTD
MILTON.NS,MILTON INDUSTRIES LIMITED
MINDACORP.NS,MINDA CORPORATION LTD
MINDPOOL.NS,MINDPOOL TECHNOLOGIES LTD
MINDSPACE.NS,MINDSPACE BUSINESS P REIT
MINDTECK.NS,MINDTECK (INDIA) LIMITED
MIRCELECTR.NS,MIRC ELECTRONICS LTD
MIRZAINT.NS,MIRZA INTERNATIONAL LIMIT
MITCON.NS,MITCON CON & ENG SER LTD
MITTAL.NS,MITTAL LIFE STYLE LIMITED
MKPL.NS,M K PROTEINS LIMITED
MMFL.NS,MM FORGINGS LTD
MMP.NS,MMP INDUSTRIES LIMITED
MMTC.NS,MMTC LIMITED
MOBIKWIK.NS,ONE MOBIKWIK SYSTEMS LTD
MODIRUBBER.NS,MODI RUBBER LTD
MODISONLTD.NS,MODISON LIMITED
MODTHREAD.NS,MODERN THREADS INDIA LTD
MOHITIND.NS,MOHIT INDUSTRIES LTD
MOIL.NS,MOIL LIMITED
MOKSH.NS,MOKSH ORNAMENTS LIMITED
MOL.NS,MEGHMANI ORGANICS LIMITED
MOLDTECH.NS,MOLD-TEK TECHNOLOGIES LTD
MOLDTKPAC.NS,MOLD-TEK PACKAGING LTD
MONARCH.NS,MONARCH NETWORTH CAP LTD
MONOPHARMA.NS,MONO PHARMACARE LIMITED
MONTECARLO.NS,MONTE CARLO FASHIONS LTD.
MORARJEE.NS,MORARJEE TEXTILES LIMITED
MOREPENLAB.NS,MOREPEN LAB. LTD
MOS.NS,MOS UTILITY LIMITED
MOTHERSON.NS,SAMVRDHNA MTHRSN INTL LTD
MOTILALOFS.NS,MOTILAL OSWAL FIN LTD
MOTISONS.NS,MOTISONS JEWELLERS LTD
MOTOGENFIN.NS,MOTOR & GENERAL FINANCE L
MOXSH.NS,MOXSH OVERSEAS EDUCON LTD
MPHASIS.NS,MPHASIS LIMITED
MPSLTD.NS,MPS LIMITED
MPTODAY.NS,M P TODAY MEDIA LIMITED
MRF.NS,MRF LTD
MRO-TEK.NS,MRO-TEK REALTY LIMITED
MRPL.NS,MRPL
MSPL.NS,MSP STEEL & POWER LTD.
MSTCLTD.NS,MSTC LIMITED
MSUMI.NS,MOTHERSON SUMI WRNG IND L
MTARTECH.NS,MTAR TECHNOLOGIES LIMITED
MTNL.NS,MAHANAGAR TELEPHONE NIGAM
MUFIN.NS,MUFIN GREEN FINANCE LTD
MUFTI.NS,CREDO BRANDS MARKETING L
MUKANDLTD.NS,MUKAND LTD.
MUKKA.NS,MUKKA PROTEINS LIMITED
MUKTAARTS.NS,MUKTA ARTS LIMITED
MUNJALAU.NS,MUNJAL AUTO IND. LTD.
MUNJALSHOW.NS,MUNJAL SHOWA LTD
MURUDCERA.NS,MURUDESHWAR CERAMICS LTD
MUTHOOTCAP.NS,MUTHOOT CAP SERV LTD
MUTHOOTFIN.NS,MUTHOOT FINANCE LIMITED
MUTHOOTMF.NS,MUTHOOT MICROFIN LIMITED
MVGJL.NS,MANOJ VAIBHAV GEM N JEW L
MVKAGRO.NS,M.V.K. AGRO FOOD PROD LTD
MWL.NS,MANGALAM WORLDWIDE LTD
NACLIND.NS,NACL INDUSTRIES LIMITED
NAGAFERT.NS,NAGARJUN FERT AND CHE LTD
NAGREEKCAP.NS,NAGREEKA CAP & INFR.LTD
NAGREEKEXP.NS,NAGREEKA EXPORTS LTD.
NAHARCAP.NS,NAHAR CAP & FIN.
NAHARINDUS.NS,NAHAR INDS ENT LTD
NAHARPOLY.NS,NAHAR POLY FILMS LIMITED
NAHARSPING.NS,NAHAR SPINNING MILLS LTD.
NAM-INDIA.NS,NIPPON L I A M LTD
NAMAN.NS,NAMAN IN-STORE (INDIA) L
NARMADA.NS,NARMADA AGROBASE LIMITED
NATCOPHARM.NS,NATCO PHARMA LTD.
NATHBIOGEN.NS,NATH BIO-GENES (I) LTD
NATIONALUM.NS,NATIONAL ALUMINIUM CO LTD
NAUKRI.NS,INFO EDGE (I) LTD
NAVA.NS,NAVA LIMITED
NAVINFLUOR.NS,NAVIN FLUORINE INT. LTD
NAVKARCORP.NS,NAVKAR CORPORATION LTD.
NAVKARURB.NS,NAVKAR URBANSTRUCTURE LTD
NAVNETEDUL.NS,NAVNEET EDUCATION LTD
NAZARA.NS,NAZARA TECHNOLOGIES LTD
NBCC.NS,NBCC (INDIA) LIMITED
NBIFIN.NS,N.B.I. IND. FIN. CO. LTD
NCC.NS,NCC LIMITED
NCLIND.NS,NCL INDUSTRIES LIMITED
NDGL.NS,NAGA DHUNSERI GROUP LTD
NDL.NS,NANDAN DENIM LIMITED
NDLVENTURE.NS,NDL VENTURES LIMITED
NDRAUTO.NS,NDR AUTO COMPONENTS LTD
NDTV.NS,NDTV LTD
NECCLTD.NS,NORTH EAST CARRY CORP LTD
NECLIFE.NS,NECTAR LIFESCIENCES LTD.
NELCAST.NS,NELCAST LIMITED
NELCO.NS,NELCO LTD
NEOGEN.NS,NEOGEN CHEMICALS LIMITED
NEPHROCARE.NS,NEPHRO CARE INDIA LIMITED
NESCO.NS,NESCO LTD.
NESTLEIND.NS,NESTLE INDIA LIMITED
NETWEB.NS,NETWEB TECH INDIA LTD
NETWORK18.NS,NETWORK18 MEDIA & INV LTD
NEULANDLAB.NS,NEULAND LAB LTD.
NEWGEN.NS,NEWGEN SOFTWARE TECH LTD
NEWJAISA.NS,NEWJAISA TECHNOLOGIES LTD
NEXTMEDIA.NS,NEXT MEDIAWORKS LIMITED
NFL.NS,NATIONAL FERT. LTD
NGIL.NS,NAKODA GROUP OF IND. LTD
NGLFINE.NS,NGL FINE CHEM LIMITED
NH.NS,NARAYANA HRUDAYALAYA LTD.
NHPC.NS,NHPC LTD
NIACL.NS,THE NEW INDIA ASSU CO LTD
NIBL.NS,NRB INDUS. BEARINGS LTD.
NIDAN.NS,NIDAN LABS AND HEALTH LTD
NIITLTD.NS,NIIT LIMITED
NIITMTS.NS,NIIT LEARNING SYSTEMS LTD
NILAINFRA.NS,NILA INFRASTRUCTURES LTD
NILASPACES.NS,NILA SPACES LIMITED
NILKAMAL.NS,NILKAMAL LIMITED
NINSYS.NS,NINTEC SYSTEMS LIMITED
NIPPOBATRY.NS,INDO-NATIONAL LIMITED
NIRAJ.NS,NIRAJ CEMENT STRUC LTD
NIRAJISPAT.NS,NIRAJ ISPAT IND LTD
NIRMAN.NS,NIRMAN AGRI GENTICS LTD
NITCO.NS,NITCO LIMITED
NITINSPIN.NS,NITIN SPINNERS LIMITED
NITIRAJ.NS,NITIRAJ ENGINEERS LTD
NIVABUPA.NS,NIVA BUPA HEALTH INS CO L
NKIND.NS,NKINDUSTRIES LTD
NLCINDIA.NS,NLC INDIA LIMITED
NMDC.NS,NMDC LTD.
NOCIL.NS,NOCIL LIMITED
NOIDATOLL.NS,NOIDA TOLL BRIDGE CO LTD
NORBTEAEXP.NS,NORBEN TEA &EXPORTS LTD
NORTHARC.NS,NORTHERN ARC CAPITAL LTD
NOVAAGRI.NS,NOVA AGRITECH LIMITED
NPST.NS,NETWORK PEOPLE SRV TECH L
NRAIL.NS,N R AGARWAL INDS LTD
NRBBEARING.NS,NRB BEARING LIMITED
NRL.NS,NUPUR RECYCLERS LIMITED
NSIL.NS,NALWA SONS INVESTMENT LTD
NSLNISP.NS,NMDC STEEL LIMITED
NTPC.NS,NTPC LTD
NTPCGREEN.NS,NTPC GREEN ENERGY LIMITED
NUCLEUS.NS,NUCLEUS SOFTWARE EXPORTS
NURECA.NS,NURECA LIMITED
NUVAMA.NS,NUVAMA WEALTH MANAGE LTD
NUVOCO.NS,NUVOCO VISTAS CORP LTD
NXST.NS,NEXUS SELECT TRUST
NYKAA.NS,FSN E COMMERCE VENTURES
OAL.NS,ORIENTAL AROMATICS LTD
OBCL.NS,ORISSA BENGAL CARRIER LTD
OBEROIRLTY.NS,OBEROI REALTY LIMITED
OCCL.NS,ORIENTAL CARBN & CHEM LTD
OCCLLTD.NS,OCCL LIMITED
ODIGMA.NS,ODIGMA CONSULTANCY SOL L
OFSS.NS,ORACLE FIN SERV SOFT LTD.
OIL.NS,OIL INDIA LTD
OILCOUNTUB.NS,OIL COUNTRY TUBULAR LTD.
OLAELEC.NS,OLA ELECTRIC MOBILITY LTD
OLECTRA.NS,OLECTRA GREENTECH LIMITED
OLIL.NS,ONECLICK LOGISTICS IND L
OMAXAUTO.NS,OMAX AUTOS LTD
OMAXE.NS,OMAXE LIMITED
OMFURN.NS,OMFURN INDIA LIMITED
OMINFRAL.NS,OM INFRA LIMITED
ONDOOR.NS,ON DOOR CONCEPTS LIMITED
ONELIFECAP.NS,ONELIFE CAP ADVISORS LTD
ONEPOINT.NS,ONE POINT ONE SOL LTD
ONGC.NS,OIL AND NATURAL GAS CORP.
ONMOBILE.NS,ONMOBILE GLOBAL LTD.
ONWARDTEC.NS,ONWARD TECHNOLOGIES LTD
OPTIEMUS.NS,OPTIEMUS INFRACOM LTD
ORBTEXP.NS,ORBIT EXPORTS LIMITED
ORCHPHARMA.NS,ORCHID PHARMA LIMITED
ORIANA.NS,ORIANA POWER LIMITED
ORICONENT.NS,ORICON ENTERPRISES LTD
ORIENTALTL.NS,ORIENTAL TRIMEX LTD
ORIENTBELL.NS,ORIENT BELL LIMITED
ORIENTCEM.NS,ORIENT CEMENT LTD.
ORIENTCER.NS,ORIENT CERATECH LIMITED
ORIENTELEC.NS,ORIENT ELECTRIC LIMITED
ORIENTHOT.NS,ORIENT HOTELS LTD
ORIENTLTD.NS,ORIENT PRESS LIMITED
ORIENTPPR.NS,ORIENT PAPER AND INDS LTD
ORIENTTECH.NS,ORIENT TECHNOLOGIES LTD
ORISSAMINE.NS,ORISSA MIN DEV CO LTD
ORTINGLOBE.NS,ORTIN GLOBAL LIMITED
OSIAHYPER.NS,OSIA HYPER RETAIL LIMITED
OSWALAGRO.NS,OSWAL AGRO MILLS LTD
OSWALSEEDS.NS,SHREEOSWAL S AND CHE LTD
OWAIS.NS,OWAIS METAL & MINERAL
PAGEIND.NS,PAGE INDUSTRIES LTD
PAISALO.NS,PAISALO DIGITAL LIMITED
PAKKA.NS,PAKKA LIMITED
PALASHSECU.NS,PALASH SECURITIES LTD
PALREDTEC.NS,PALRED TECHNOLOGIES LTD
PANACEABIO.NS,PANACEA BIOTEC LTD
PANACHE.NS,PANACHE DIGILIFE LIMITED
PANAMAPET.NS,PANAMA PETROCHEM LTD
PANSARI.NS,PANSARI DEVELOPERS LTD
PAR.NS,PAR DRUGS AND CHEM LTD
PARACABLES.NS,PARAMOUNT COMM LTD
PARADEEP.NS,PARADEEP PHOSPHATES LTD
PARAGMILK.NS,PARAG MILK FOODS LTD.
PARAGON.NS,PARAGON FINE S.C. LTD.
PARAS.NS,PARAS DEF AND SPCE TECH L
PARASPETRO.NS,PARAS PETROFILS LTD.
PARIN.NS,PARIN ENTERPRISES LIMITED
PARKHOTELS.NS,PARKHOTELS
PARSVNATH.NS,PARSVNATH DEVELOPER LTD
PARTYCRUS.NS,PARTY CRUISERS LIMITED
PASHUPATI.NS,PASHUPATI COTSPIN LIMITED
PASUPTAC.NS,PASUPATI ACRYLON LIMITED
PATELENG.NS,PATEL ENGINEERING LTD.
PATINTLOG.NS,PATEL INT. LOG. LTD
PATTECH.NS,PATTECH FITWELL TUB COM L
PAVNAIND.NS,PAVNA INDUSTRIES LIMITED
PAYTM.NS,ONE 97 COMMUNICATIONS LTD
PCBL.NS,PCBL LIMITED
PCCL.NS,PETRO CARBON AND CHEMI L
PCJEWELLER.NS,PC JEWELLER LTD
PDMJEPAPER.NS,PUDUMJEE PAPER PRO. LTD
PDSL.NS,PDS LIMITED
